-2.594340666805936557e-01,-1.115188304919238371e+00,-1.095448024704001044e-01,-1.473552559572797627e+00,1.290929173576389699e+00,-3.078314831193938450e-01,-1.186406262980904458e+00,4.610697153806552206e-01,2.626546515897185130e-01,-2.941117087452005396e-01
-8.540059097778689434e-01,9.906772120122993019e-01,6.588454096515231617e-01,-4.706081879881260366e-01,-1.511243643677685489e-01,-2.439099672706026567e-01,-1.186122800614700878e+00,-1.050331056167915555e+00,-1.193760347600090199e+00,1.582935298104703459e-01
1.454876964388354121e-01,5.782749859247340307e-01,7.033192916948198814e-01,-8.078022667687105862e-01,4.342754512571989634e-01,-1.129005611580713886e+00,9.074214546027032924e-01,-2.186418886879375190e-01,7.518128894931600525e-01,1.839801936385413450e+00
-6.836418545215631193e-01,2.528267236574946342e+00,-2.084694285475452435e-01,6.691890322055411566e-01,-3.642301416137202486e-01,-5.289867083560388927e-01,3.775755264375292852e-01,-9.067932285317430452e-01,-4.496032972754379076e-01,-1.632607975377130261e-01
5.838000200714373866e-01,-1.261796370529797706e-01,-2.491022436385160077e+00,1.177605478051879206e+00,-1.110020871540051912e+00,-1.404039269454164351e+00,-1.036343840071350275e+00,-9.921915890067113664e-02,-3.482913767754929335e-01,-2.304157020763661912e-01
-4.351826739179233128e-01,-1.909201643434419227e+00,-8.019292405804004931e-01,7.703759803692528108e-01,-1.991447386746244996e+00,1.639994745666910614e+00,5.875527297844642671e-01,-1.469268367540643050e+00,2.249756227668957997e+00,6.060904534142249611e-01
3.372695036825172354e-01,-8.428376494488140080e-01,-5.474987757283901191e-01,5.272964401846238491e-01,3.474663619711169105e-01,1.034563280485039538e+00,1.766456678723955787e-01,-1.126989650166337897e+00,-7.729680790699017257e-01,1.845347156943123040e-02
1.021454909615016282e+00,-7.169938439444895062e-01,-3.233888636753907142e-01,-6.776411429061148795e-01,-8.046894324117185304e-01,-1.257582151290962402e+00,-3.283915565024999594e-01,2.346362811549788652e-01,-4.021528421415772048e-01,-1.827833329463810275e+00
-2.561513052921428613e-01,2.311442534659209624e-03,9.858731288636325418e-01,5.363333047646648977e-01,-1.324870968121045545e+00,-1.125733008501777155e+00,4.512618732970408164e-01,-9.583260860442628370e-01,1.658944922267386601e-01,9.350741231797415898e-01
1.103598931562316254e+00,1.951310431620318919e-01,-5.633139488633966963e-01,7.375859540586268137e-01,-6.192850392286683783e-03,5.188081425293157301e-01,-1.181942220708908531e+00,-5.347686595433140955e-01,4.336965675915855356e-01,1.043015803608199343e+00
1.348349136112179325e+00,3.686671737499967461e-01,6.622193427939309096e-01,4.403797520178583946e-01,4.291179238654800887e-01,-2.848857106586401011e-01,-2.668593728817099109e-01,1.403045886146940258e-01,-5.118028193132044823e-01,4.714464216381222816e-01
6.013134230373353706e-01,-9.893029763225642537e-01,-1.271275126104542963e-01,-5.115352983238528051e-01,-9.456003191677337938e-01,3.253724463323553473e-01,-4.971824225546661591e-01,-1.380646311264199344e+00,-1.271636456746183530e+00,5.788345755716461927e-01
9.911209342682230083e-01,7.852681715925717842e-01,9.932266954523526481e-01,-1.177719072936160710e-01,-9.744616767865439400e-01,1.021032796144114130e+00,-1.151658409242739989e+00,-3.105772749303272739e-01,7.821370352903307399e-01,2.093720612271604331e+00
6.716155802193009006e-01,5.281743984899408551e-01,6.314468949807204579e-02,3.007776611196652516e-01,-3.155651194053702424e-01,-7.843926695220851952e-01,-1.284193651921761381e+00,3.627103437945243813e-01,2.912839168783080690e-01,5.061121358016590355e-01
