-6.949605359002080096e-01,-9.919515243025099904e-01,9.991605410847533009e-02,3.927737540567359797e-01,6.027071095522429367e-01,1.427771233935486883e+00,7.240763482411136653e-01,-3.792077855814127152e-01,7.805374067973557262e-01,-1.890765692872647730e+00,4.460438914099230240e-02,5.453004318668075445e-01,-8.045119834549975535e-02,-1.484097658821700749e+00,1.585234593232550004e+00,2.559771065411753366e-01,3.093619920095235787e-01,8.380363386985685281e-01,2.494626769178785453e-01,-1.554787484816138488e+00,2.922912632479355288e+00,-9.488086525279911809e-01,-5.648274749243215043e-02,-9.667750544446791494e-01,-7.969780816294108616e-01,-3.633941543669979013e-01,1.218348830182259590e+00,-6.301561414887287826e-01,-1.163668315552170290e-01,-1.785814555393384406e+00
-6.088388811601614936e-01,1.535522380144636323e-01,-6.071655090545610145e-01,-1.219333818475786257e+00,-1.428536740552734385e-01,5.116146371556616890e-01,-3.589102866807835079e-01,1.160250711980405303e+00,-5.720296048848089177e-01,3.258493836882717654e-01,2.829660432138784154e-01,7.846749415334401956e-01,1.454168841056951433e-01,-8.593291821359310134e-01,9.933405897458974509e-02,-1.179270536025663674e+00,-9.992210055393063728e-01,6.191485166883839986e-01,-9.328492545513595857e-01,-2.326554358639428832e-01,8.488074039725447273e-01,-7.194076559026356676e-01,1.606425371833162918e+00,1.924227112006526505e-02,-4.832928126106297850e-01,-1.842250724992317290e-01,-1.656451135192418933e+00,-4.798929313677616215e-01,2.594539038215566973e-01,-7.391444836609324387e-01
5.136567758674430717e-01,-5.217644374729620838e-01,3.944356048784882218e-01,-1.303845207613638202e+00,4.492132013438326910e-01,6.751663460120297389e-01,1.026249635891650192e+00,-7.174391705093604577e-01,-8.967527291587263916e-01,-1.289607396673046136e+00,-1.439396659988690041e+00,-1.296111752024179664e-01,1.502762364679634532e-01,6.524181155547890132e-01,-5.402494788690724858e-01,7.261915037536190720e-01,4.852101285826673771e-01,-7.192858612151702413e-01,1.199464272533067033e-01,-8.809832717579654249e-01,-3.900052786870836785e-01,6.410606908454274944e-01,2.831728247050346314e-01,-4.222304358224626131e-01,6.310148398504556999e-01,1.481219570251302908e+00,2.167141560850895488e+00,-4.320833991177673306e-01,4.224649495071591820e-01,-2.193389501181600920e+00
-2.847669239750425518e-01,-6.141496586114701950e-01,8.857055364065621328e-01,3.823489382726258934e-01,9.134597673504032400e-01,-9.079460705103891138e-01,-1.279802804722300680e+00,-2.487928724473767783e+00,-6.792676753296804648e-01,-9.402586694330256067e-01,-1.743263743920544728e+00,-4.571217476813437819e-01,-2.834050479836111025e-01,5.557370077134383690e-01,5.194757666808123009e-01,-7.174308738083453596e-01,2.829718562771289525e-01,-7.445922546219030380e-01,1.698041112500076277e+00,4.810685875226147767e-01,1.715051658430639947e-01,-1.017237555903194979e+00,-7.536964458730717187e-01,6.588943534774375221e-01,7.858895368813354487e-01,-5.598246742119014074e-01,-3.331115322950769508e-01,-1.656509291097780778e+00,-5.048499403990968082e-01,9.075688611822747554e-01
-6.691802556480391448e-03,-4.105942763872025281e-01,8.322520883806850955e-01,-1.372118227815638747e+00,2.679610935945675454e-01,1.889705372219679241e-02,-2.710923709061278664e-01,-1.637822775629125704e+00,2.935174867145851629e-01,-6.523591058435965206e-02,-1.705288227486554842e+00,1.635925695713199568e+00,1.728246934097227738e+00,5.346180408174751042e-01,1.216755363431561099e+00,-1.766222448508979692e+00,-6.200561716257917411e-01,-2.640966735688238254e-01,8.490877314920176611e-01,5.741971010356757693e-02,-3.275235020257908913e-01,2.550746971364863946e-01,1.665067208449715758e-02,9.620506645026069559e-02,2.269532829737966884e-01,-4.021579356954048112e-01,-5.111886011434951804e-01,6.793267211841934328e-02,2.487099881404710444e-01,6.464336508966698203e-01
5.705302457223346835e-01,-3.421656715384046032e-01,-6.994714660425769281e-01,1.749666014949177728e-01,2.710363892586258316e-01,9.317935382986498871e-02,-8.963175204970770249e-01,5.382475419779880754e-01,-2.911224817603584314e-01,-5.308845891877786993e-01,1.087900168915996391e+00,9.335180747931473011e-01,-2.139093024073061677e+00,-2.870930980856315623e-02,1.209906230529828930e+00,-4.518578322554684008e-03,2.028626019291252802e-01,-4.506924215596794236e-01,-7.330660482542326051e-01,-6.464825399281944884e-01,-5.416262228013007940e-01,-3.058038834259568239e-01,-1.483235124919016767e+00,-3.916885032917608589e-01,1.224676052425975215e+00,1.265657938707201557e+00,1.710717419818012508e-01,-5.028478512336193029e-01,-3.811998887043701600e-01,1.481504686183318653e-01
-2.506064081379616448e-01,-1.137136112069168759e+00,3.378472663440857393e-01,-2.250378853939350332e+00,-1.342727969585033876e-01,-2.317573485803564370e+00,-4.346619625807956466e-01,7.810288952144852637e-01,-7.555229395255750324e-01,-6.956790157388209606e-01,-1.722755166766818835e+00,-9.844857205023522795e-01,1.033260620313800837e+00,2.664221916436441795e+00,5.717981895324468766e-01,1.517353753319703236e+00,-7.093130656770532116e-01,-1.114234732796028471e+00,-2.057152074903008387e-01,8.687624409948857540e-01,4.778807061060316719e-01,-2.173551056136478810e+00,-2.754758942842379654e-01,-2.532903183778981160e-01,-7.030675285869461000e-01,6.869792205165429211e-01,3.062062313860725582e-01,1.515996021097002044e+00,3.535373663950530654e-01,-4.911447489575201386e-01
1.438283411182621041e+00,-3.495066617646098994e-03,-4.011114086672968870e-01,9.632723931101678794e-01,-1.348896997905945638e-01,-4.340758512307616585e-03,9.404285993884974326e-01,-9.820253199866595395e-01,1.148269540475929662e-01,1.018193596953450131e+00,4.297072387780562774e-01,-1.387829490027525203e+00,-2.340749451336276710e-01,-2.235571312391826659e-01,6.207052852729444403e-01,-1.168635004440130576e+00,1.239143725142973107e+00,-1.896821931933541094e+00,-5.213329644539119734e-01,-1.338932804093268536e-01,-3.108580941225076721e-02,-2.421850293328181025e-01,1.294098343053684541e+00,-5.620756423831111404e-01,3.319020356584401199e-01,1.809749084554218346e+00,-2.717804320428026110e-01,6.346420008814193658e-02,-7.729734375517766098e-01,1.283385314721402271e+00
7.817064057729392751e-03,5.987601160284761193e-01,-7.304699393421688614e-01,-4.540160933380952835e-01,1.473475725805323266e+00,3.721353417612317527e-01,2.048961618730437209e-02,-1.467658471157641253e-01,1.860259440526910169e+00,3.086423344236591260e-01,5.073751736238033549e-01,2.277977777953778649e+00,1.468657245283391921e+00,3.223116845305433742e-01,-5.875171317420105899e-01,-4.560394786474459283e-01,3.193567240181683919e-01,-5.358866192458785482e-01,-8.659599450225100581e-01,-1.402199195252703534e+00,-1.091998732957649709e+00,-2.744716271259511897e-01,-1.476913305700378265e+00,-8.650630221443930123e-01,-1.334066172232176273e+00,-6.761718406652796887e-01,1.152619426028546723e+00,-2.456023647122051734e-01,7.266395632316638986e-01,-4.673485473613658847e-01
-6.411681203541178542e-01,2.818831778849562042e-01,1.479109294766104643e+00,1.519385117979554778e+00,-7.171369851850976085e-01,4.754093873766245815e-01,7.519658612605802928e-01,5.336694907373240593e-01,-5.012224260708937340e-01,4.986055447282568553e-01,8.343386242877577352e-01,2.208197517694300005e-01,-6.970240107237388738e-01,-1.689243677221833106e+00,3.231356649570154005e-01,-2.476850584394229560e-01,1.097653977261595221e-01,2.353471793111314506e-02,-3.299123688423015455e-02,1.326586570642951102e-01,-1.337347699802255541e+00,4.281568721715693915e-01,8.401280401814961163e-01,3.086296285471747058e+00,1.824239937866841688e+00,-1.578982249413402872e-01,1.463041153848599341e-01,-1.767612892356869025e-01,-2.824196718121345720e-02,-2.701219845193057467e-01
